Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
KCNQ2,Support,35887114,"DD, ID",
KCNQ2,Support,35979408,"DD, epilepsy/seizures",ID
KCNQ2,Support,35982159,ASD,
KCNQ2,Support,36932231,"Developmental and epileptic encephalopathy-7, DD, ",Afs
KCNQ2,Support,36980980,"DD, ID",Stereotypy
KCNQ2,Support,36989566,Epilepsy/seizures,ASD
KCNQ2,Support,37409016,Epilepsy/seizures,
KCNQ2,Support,37541188,Epilepsy/seizures,DD
KCNQ2,Support,37543562,ASD,"DD, ID, epilepsy/seizures"
KCNQ2,Support,37607817,"ASD, epilepsy/seizures",
KCNQ2,Support,37645600,"ID, epilepsy/seizures",ASD
KCNQ2,Support,37799141,"DD, epilepsy/seizures",
KCNQ2,Support,38108335,"ASD, DD, ID, epilepsy/seizures",
KCNQ2,Support,38160512,Epilepsy/seizures,"ASD, ADHD, DD"
KCNQ2,Support,38328757,Epilepsy/seizures,DD
KCNQ2,Support,38374498,Epilepsy/seizures,DD
KCNQ2,Recent Recommendation,38460523,"ASD, epilepsy/seizures",
KCNQ2,Highly Cited,9425895,Epilepsy,
KCNQ3,Positive Association,21176025,BPD,
KCNQ3,Primary,23596459,ASD,
KCNQ3,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
KCNQ3,Support,23999528,ASD,
KCNQ3,Support,25363760,ASD,
KCNQ3,Support,28628100,ASD,
KCNQ3,Support,31036916,DD,
KCNQ3,Recent Recommendation,31177578,"DD, ASD or autistic features","Abnormal EEG, absent speech"
KCNQ3,Support,31981491,ASD,
KCNQ3,Support,33004838,"ASD, DD",ID
KCNQ3,Support,34356170,"ASD, ID",
KCNQ3,Support,34580403,"DD, ID",
KCNQ3,Support,34653234,"DD, epilepsy/seizures",
KCNQ3,Support,34728568,ASD,
KCNQ3,Support,35205252,ASD,
KCNQ3,Support,35384780,"DD, epilepsy/seizures","ASD, ADHD, ID"
KCNQ3,Support,35571021,Epilepsy/seizures,
KCNQ3,Support,35982159,ASD,
KCNQ3,Support,37607817,"ASD, epilepsy/seizures",
KCNQ3,Recent Recommendation,38460523,"ASD, epilepsy/seizures",
KCNQ3,Highly Cited,9425900,Epilepsy,
KCNS3,Primary,25363760,ASD,
KCNS3,Support,25961944,ASD,
KCNS3,Recent Recommendation,30559488,,
KCNS3,Support,31398340,ASD,
KCNS3,Support,35205252,ASD,
KCNS3,Support,37506195,ASD,
KCNT1,Recent Recommendation,20512134,,
KCNT1,Support,21703448,Epilepsy,
KCNT1,Primary,23086396,Epilepsy,ID
KCNT1,Support,23086397,Epilepsy,
KCNT1,Support,23708187,Epilepsy,"ID, ASD, DD"
KCNT1,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
KCNT1,Support,27620904,"ID, epilepsy/seizures",
KCNT1,Support,27864847,Epilepsy/seizures,Microcephaly
KCNT1,Support,28554332,"ASD, ID, epilepsy/seizures",
KCNT1,Support,29100083,Epilepsy/seizures,DD/ID
KCNT1,Support,30945278,Epilepsy/seizures,"DD, ID"
KCNT1,Support,31674007,ASD,Macrocephaly
KCNT1,Support,32530565,"ID, epilepsy/seizures",
KCNT1,Support,33619735,"DD, epilepsy/seizures",
KCNT1,Support,34145886,"DD, epilepsy/seizures",
KCNT1,Support,34580403,"DD, ID, epilepsy/seizures",
KCNT1,Support,35365919,"DD, epilepsy/seizures",
KCNT1,Support,35571021,Epilepsy/seizures,
KCNT1,Support,35982159,ASD,
KCNT1,Support,37543562,ASD,"DD, ID, epilepsy/seizures"
KCNT1,Support,38256219,"ID, epilepsy/seizures",
KCNT1,Support,38374498,Epilepsy/seizures,DD
KCNT1,Support,38438125,"DD, epilepsy/seizures",
KCTD13,Primary,22596160,ASD,
KCTD13,Recent Recommendation,25695269,,
KCTD13,Recent Recommendation,25937446,,
KCTD13,Support,27668412,SCZ,
KCTD13,Support,28831199,ASD,
KCTD13,Recent Recommendation,29088697,,
KCTD13,Recent Recommendation,31402430,,
KCTD13,Support,33409479,ASD,SCZ
KCTD13,Support,37142655,Epilepsy/seizures,
KDM1B,Primary,25363760,ASD,
KDM1B,Support,31452935,ASD,
KDM1B,Support,35982159,ASD,
KDM2A,Primary,25363768,ASD,
KDM2A,Support,27525107,ASD,
KDM2A,Support,28263302,ASD,
KDM2A,Support,28965761,ASD,
KDM2A,Support,31981491,ASD,
KDM2A,Support,35205252,ASD,
KDM2A,Recent Recommendation,35294868,ASD,
KDM2A,Support,35982159,ASD,
KDM2A,Support,38060137,"DD, ID",ASD
KDM2B,Support,23653585,"DD, epilepsy/seizures",
KDM2B,Primary,25363768,ASD,
KDM2B,Support,27106595,"DD, epilepsy/seizures",Autistic features
KDM2B,Support,31452935,ASD,
KDM2B,Support,31685013,"ASD, ADHD, DD, ID",
KDM2B,Support,31981491,ASD,
KDM2B,Support,33402700,"Schizophrenia, ID",
KDM2B,Recent Recommendation,35128353,"ASD, ID",
KDM2B,Recent Recommendation,36322151,"DD, ID","ASD or autistic features, ADD, ADHD, epilepsy/seiz"
KDM2B,Support,37838801,,
KDM3A,Primary,25363760,ASD,
KDM3A,Support,35982159,ASD,
KDM3A,Support,36368308,ASD,
KDM3A,Support,36702863,ASD,
KDM3B,Primary,30929739,"DD, ID","ASD, ADHD"
KDM3B,Support,34262135,ASD,
KDM3B,Support,35982159,ASD,
KDM3B,Support,37788244,Stereotypy,
KDM3B,Support,38321498,"ASD, ID",
KDM4B,Primary,25363760,ASD,
KDM4B,Support,26401017,ASD,
KDM4B,Recent Recommendation,27023172,,
KDM4B,Recent Recommendation,33232677,DD,"ID, epilepsy/seizures, ADHD, autistic features"
KDM4B,Support,33432195,ASD,
KDM4B,Support,35982159,ASD,
KDM4C,Primary,30208311,"ASD, SCZ",
KDM4C,Support,31452935,ASD,
KDM4C,Support,33279929,"ASD, SCZ",
KDM4C,Support,35982159,ASD,
KDM5A,Primary,33350388,ASD,"DD, ID, epilepsy/seizures"
KDM5A,Support,34582790,"DD, epilepsy/seizures",
KDM5A,Support,35813072,ASD,DD
KDM5A,Support,36702863,ASD,
KDM5A,Support,37992166,ASD,
KDM5B,Recent Recommendation,25363760,ASD,
KDM5B,Primary,25363768,ASD,
KDM5B,Support,25961944,ASD,
KDM5B,Recent Recommendation,26785492,Congenital heart disease (CHD),"DD, learning disabilities"
KDM5B,Support,28263302,ASD,
KDM5B,Support,28344757,ASD,
KDM5B,Positive Association,28472652,Tourette syndrome,
KDM5B,Support,28554332,"ID, epilepsy/seizures",
KDM5B,Support,28720891,ASD,
KDM5B,Support,29276005,"DD, ID",
KDM5B,Support,30217758,"ASD, ID",
KDM5B,Support,30902578,,
KDM5B,Support,31452935,ASD,
KDM5B,Support,31981491,ASD,
KDM5B,Support,32094338,ASD,
KDM5B,Support,33431980,ASD,
KDM5B,Support,34573379,DD,
KDM5B,Support,34615535,ASD,
KDM5B,Support,35982159,ASD,
KDM5B,Recent Recommendation,36933215,ASD,
KDM5B,Recent Recommendation,37231097,Adult cognitive function,
KDM5B,Support,37393044,ASD,
KDM5B,Support,37788244,Stereotypy,
KDM5B,Support,37805537,ASD,"ADHD, ID"
KDM5C,Highly Cited,15586325,ID,
KDM5C,Support,16538222,ID,
KDM5C,Support,16541399,ID,Epilepsy
KDM5C,Primary,18203167,ASD,DD
KDM5C,Support,18697827,ID,
KDM5C,Support,19826449,ID,
KDM5C,Support,21076407,ID,
KDM5C,Support,21267006,ID,
KDM5C,Support,21575681,ID,
KDM5C,Support,22326837,ID,
KDM5C,Support,23246292,,
KDM5C,Support,23356856,,
KDM5C,Support,23999528,ASD,
KDM5C,Support,25167861,ID,
KDM5C,Support,25533962,Cognitive impairment,
KDM5C,Recent Recommendation,26804915,,
KDM5C,Support,26845707,ASD,
KDM5C,Support,27421841,,
KDM5C,Support,27799067,DD,"Behavioral abnormalities (stereotypic, self-injuri"
KDM5C,Support,28708303,ID,Microcephaly
KDM5C,Support,29670509,"ASD, DD","Microcephaly, cognitive impairment"
KDM5C,Support,30902578,,
KDM5C,Recent Recommendation,31691806,,
KDM5C,Support,32279304,"DD, ID",Behavioral abnormalities
KDM5C,Support,33431980,ASD,
KDM5C,Support,33739554,"DD, ID","Epilepsy/seizures, autistic features"
KDM5C,Support,33753861,"ASD, DD/ID",
KDM5C,Support,34615535,ASD,
KDM5C,Support,34800434,ASD,Epilepsy/seizures
KDM5C,Support,35266334,"ASD, ADHD, DD, ID",
KDM5C,Support,35322241,ID,
KDM5C,Support,35982159,ASD,
KDM5C,Support,36536324,DD,
KDM5C,Support,36625521,ID,
KDM5C,Support,36831303,"Intellectual developmental disorder, X-linked synd",
KDM5C,Support,36879111,Claes-Jensen type of X-linked syndromic intellectu,
KDM5C,Recent Recommendation,36879130,Arachnoid cysts,"ASD, DD, epilepsy/seizures"
KDM5C,Support,37541188,ID,
KDM5C,Support,38177409,DD,
KDM5C,Recent Recommendation,38383780,"Intellectual developmental disorder, X-linked synd",
KDM5C,Support,38438125,"DD, epilepsy/seizures",
KDM6A,Support,22197486,Kabuki syndrome 2,
KDM6A,Support,23076834,Kabuki syndrome 2,
KDM6A,Support,24664873,Kabuki syndrome 2,
KDM6A,Primary,28263302,ASD,
KDM6A,Support,28333917,Psychomotor retardation,
KDM6A,Support,28708303,ID,
KDM6A,Support,31406558,ASD,
KDM6A,Support,34324503,ID,
KDM6A,Support,35043535,DD,Epilepsy/seizures
KDM6A,Support,35322241,ID,
KDM6A,Support,35982159,ASD,
KDM6A,Support,36625521,"DD, ID",
KDM6A,Support,37541188,"DD, epilepsy/seizures",
KDM6A,Support,37543562,ASD,"DD, ID"
KDM6B,Primary,22542183,ASD,
KDM6B,Recent Recommendation,25363760,ASD,
KDM6B,Recent Recommendation,25363768,ASD,
KDM6B,Recent Recommendation,26401017,ASD,
KDM6B,Support,27479843,ID,
KDM6B,Support,28097321,"ID, epilepsy/seizures","Sleep disturbances, aggressive behavior"
KDM6B,Support,28263302,ASD,
KDM6B,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
KDM6B,Recent recommendation,31124279,DD,ASD
KDM6B,Support,31199787,ASD,
KDM6B,Support,31452935,ASD,
KDM6B,Support,31981491,ASD,
KDM6B,Support,34615535,ASD,
KDM6B,Support,35396579,Schizophrenia,
KDM6B,Support,35711692,ASD,ADHD
KDM6B,Support,35741772,ASD,
KDM6B,Support,35813072,DD,"Autistic behavior, stereotypy"
KDM6B,Support,35982159,ASD,
KDM6B,Support,36671766,"Cerebral folate deficiency, DD, ID, epilepsy/seizu",ASD
KDM6B,Recent Recommendation,37196654,DD,"ASD, ADHD, ID, epilepsy/seizures"
KDM6B,Support,37506195,ASD,
KDM6B,Support,38326731,DD,Autistic features
KHDRBS2,Primary,22016809,ASD,AS
KHDRBS2,Support,23375656,ASD,
KHDRBS2,Support,31398340,ASD,
KHDRBS2,Support,35205252,ASD,
KHDRBS3,Primary,25505328,,
KHDRBS3,Recent Recommendation,27174676,,
KIAA0232,Primary,25363768,ASD,
KIAA0232,Recent recommendation,31981491,ASD,
KIAA0232,Support,33568206,ASD,
KIAA0232,Support,35982159,ASD,
KIAA1586,Primary,19557195,ASD,
KIAA1586,Support,22495309,ASD,
KIAA1586,Support,23375656,ASD,
KIAA1586,Support,31398340,ASD,
KIAA1586,Support,35982159,ASD,
KIAA1586,Support,37506195,ASD,
KIF13B,Support,25363760,ASD,
KIF13B,Support,25363768,ASD,
KIF13B,Primary,25549968,ASD,
KIF13B,Support,35982159,ASD,
KIF14,Support,25363768,ASD,
KIF14,Primary,25961944,ASD,
KIF14,Support,29343805,Autosomal recessive primary microcephaly-20 (MCPH2,Autistic features
KIF14,Recent Recommendation,30208311,"ASD, SCZ",
KIF14,Support,35205252,ASD,
KIF14,Support,35982159,ASD,
KIF14,Support,38438125,DD,
KIF1A,Support,25363768,ASD,
KIF1A,Primary,28834584,"ASD, ADHD",DD
KIF1A,Support,28867142,ASD,
KIF1A,Support,31813911,"ASD, ADHD","ID, epilepsy/seizures"
KIF1A,Support,31981491,ASD,
KIF1A,Recent Recommendation,33880452,KIF1A-associated neurological disorder (KAND),ASD
KIF1A,Support,34356170,ID,"DD, epilepsy/seizures"
KIF1A,Support,35322241,ID,
KIF1A,Support,35741772,ASD,
KIF1A,Support,35873028,"DD, ID",
KIF1A,Support,35982159,ASD,
KIF1A,Support,36320054,ASD,
KIF1A,Support,37541188,DD,
KIF1A,Support,37943464,DD,
KIF21B,Support,27117409,,
KIF21B,Support,29078390,,
KIF21B,Primary,29847800,,
KIF21B,Support,31038196,ASD,
KIF21B,Support,31452935,ASD,
KIF21B,Support,33431980,ASD,
KIF21B,Support,35982159,ASD,
KIF5C,Primary,20797689,ASD,
KIF5C,Support,23033978,ID,"Epilepsy, ASD"
KIF5C,Support,23603762,"Cortical malformations, microcephaly",Epilepsy/seizures
KIF5C,Support,25140959,"DD, epilepsy/seizures",Pachygyria
KIF5C,Support,26384676,DD,"Absent speech, stereotypic hand movements, pachygy"
KIF5C,Support,28831199,ASD,
KIF5C,Recent Recommendation,29048727,"Epilepsy/seizures, DD","Absent speech, stereotypic hand movements"
KIF5C,Support,31452935,ASD,
KIF5C,Support,33004838,"ASD, DD",
KIF5C,Support,33619735,DD,
KIF5C,Support,34966180,Complex cortical dysplasia with other brain malfor,
KIF5C,Support,35982159,ASD,
KIF5C,Support,36320054,ASD,
KIF5C,Support,37541188,"ASD, epilepsy/seizures",
KIRREL3,Support,19012874,ID,
KIRREL3,Primary,22521361,DD,
KIRREL3,Support,25363760,ASD,
KIRREL3,Support,25363768,ASD,
KIRREL3,Recent Recommendation,26283919,,
KIRREL3,Recent Recommendation,26575286,,
KIRREL3,Support,27525107,ASD,
KIRREL3,Support,27667684,ASD,
KIRREL3,Support,27824329,ASD,
KIRREL3,Recent Recommendation,28670619,,
KIRREL3,Support,28831199,ASD,
KIRREL3,Recent Recommendation,29271092,ASD,
KIRREL3,Support,29362445,,
KIRREL3,Support,30504930,ASD,
KIRREL3,Support,30675382,ASD,
KIRREL3,Support,32345733,Childhood apraxia of speech,DD
KIRREL3,Recent Recommendation,32503885,"DD, ID, ADHD",
KIRREL3,Support,35982159,ASD,
KIRREL3,Support,37007974,ASD,
KIT,Primary,23399981,ASD,DD
KIT,Support,35982159,ASD,
KIZ,Primary,30804558,ASD,
KIZ,Support,33539344,ASD,
KLC2,Primary,20797689,ASD,
KLC2,Support,25363760,ASD,
KLC2,Support,35982159,ASD,
KLF16,Primary,28714951,ASD,
KLF7,Support,14986829,"DD, epilepsy/seizures","Autistic features, stereotypy"
KLF7,Support,16955412,"DD, ID",Autistic features
KLF7,Support,18203195,"DD, ID, epilepsy/seizures",Autistic behavior
KLF7,Support,20808228,ASD,
KLF7,Support,25899208,"DD, ID","Autistic features, stereotypy"
KLF7,Support,27525107,ASD,
KLF7,Support,28263302,ASD,
KLF7,Support,28965761,ASD,
KLF7,Primary,29251763,"DD, ID","ASD, ADD"
KLF7,Recent Recommendation,35328799,ASD,
KLF7,Support,35982159,ASD,
KLF7,Support,36207723,ASD,
KLF7,Support,37401095,,
KLF7,Support,9286460,"DD, ID",
KLHL20,Support,20389280,,
KLHL20,Support,21670212,,
KLHL20,Primary,31981491,ASD,
KLHL20,Recent Recommendation,36214804,"ASD or autistic features, DD, ID, epilepsy/seizure","ADHD, stereotypy"
KMO,Primary,17559418,,
KMO,Support,37280359,ASD,
KMO,Support,37506195,ASD,
KMT2A,Support,22795537,Wiedemann-Steiner syndrome,"DD, ID, ASD"
KMT2A,Primary,25363760,ASD,
KMT2A,Support,25363768,ASD,
KMT2A,Recent Recommendation,25533962,ASD,
KMT2A,Support,25810209,Wiedemann-Steiner syndrome,"DD, ID"
KMT2A,Recent Recommendation,26401017,ASD,
KMT2A,Support,26690532,Wiedemann-Steiner syndrome,DD
KMT2A,Support,27320412,Wiedemann-Steiner syndrome,"Epilepsy/seizures, microcephaly, DD, ID"
KMT2A,Support,27479843,ID,
KMT2A,Support,27620904,Wiedemann-Steiner syndrome,ID
KMT2A,Support,27848944,Wiedemann-Steiner syndrome,"DD, ID"
KMT2A,Support,28263302,ASD,
KMT2A,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
KMT2A,Support,29158550,ID,
KMT2A,Support,29203834,Wiedemann-Steiner syndrome,"ID, hypotonia, stereotypies"
KMT2A,Recent Recommendation,29574747,Wiedemann-Steiner syndrome,ASD
KMT2A,Support,30305169,Wiedemann-Steiner syndrome,
KMT2A,Support,30841869,"DD, ID",Stereotypies
KMT2A,Support,30842647,Microcephaly,DD
KMT2A,Recent Recommendation,31044088,Wiedemann-Steiner syndrome,"ASD, ID, ADHD"
KMT2A,Support,32094338,ASD,
KMT2A,Support,32641752,Rubinstein-Taybisyndrome,"ASD, DD, ID"
KMT2A,Support,33004838,"ASD, DD",ID
KMT2A,Support,33619735,"DD, Afs",
KMT2A,Support,33644862,DD,"ASD, epilepsy/seizures"
KMT2A,Support,33753861,"ASD, DD/ID",
KMT2A,Recent Recommendation,33783954,Wiedemann-Steiner syndrome,ASD
KMT2A,Support,34356170,ID,
KMT2A,Support,34411509,"ASD, congenital heart disease",
KMT2A,Support,34469078,"Wiedemann-Steiner syndrome, DD, ID",
KMT2A,Support,34580403,"ASD, ADHD, DD, ID",
KMT2A,Support,34615535,ASD,
KMT2A,Support,34948243,"DD, ID",
KMT2A,Support,34968013,ASD,
KMT2A,Support,35163737,Wiedemann-Steiner syndrome,
KMT2A,Support,35205252,ASD,
KMT2A,Support,35253369,ID,
KMT2A,Support,35571021,Epilepsy/seizures,"DD, ID"
KMT2A,Support,35821609,Wiedemann-Steiner syndrome,ASD
KMT2A,Support,35982159,ASD,
KMT2A,Support,36625521,"DD, ID",Stereotypy
KMT2A,Support,36980980,"DD, ID",Epilepsy/seizures
KMT2A,Support,37007974,ASD,
KMT2A,Support,37025457,"Wiedemann-Steiner syndrome, DD, ID","ASD, epilepsy/seizures"
KMT2A,Support,37470210,Wiedemann-Steiner syndrome,
KMT2A,Support,37506195,ASD,
KMT2A,Support,37799141,DD,
KMT2A,Support,38008000,"ID, epilepsy/seizures",
KMT2A,Support,38177409,ID,
KMT2A,Support,38438125,DD,
KMT2C,Primary,22495309,ASD,
KMT2C,Support,22726846,ID,
KMT2C,Recent Recommendation,25363760,ASD,
KMT2C,Support,25363768,ASD,
KMT2C,Support,25961944,ASD,
KMT2C,Recent Recommendation,26401017,ASD,
KMT2C,Recent Recommendation,26785492,Congenital heart disease (CHD),"ASD, DD"
KMT2C,Support,27632392,ASD,
KMT2C,Support,27824329,ASD,
KMT2C,Support,28263302,ASD,
KMT2C,Support,28714951,ASD,
KMT2C,Support,28867142,ASD,
KMT2C,Recent Recommendation,29069077,ID,ASD
KMT2C,Support,29276005,DD,"ASD, microcephaly"
KMT2C,Support,30564305,ASD,
KMT2C,Support,31673123,TS,
KMT2C,Recent recommendation,31914384,Kleefstra syndrome,
KMT2C,Support,31981491,ASD,
KMT2C,Support,32382396,DD,
KMT2C,Support,33431980,ASD,
KMT2C,Support,33619735,"DD, ID",
KMT2C,Support,34356069,ASD,
KMT2C,Support,35190550,ASD,
KMT2C,Support,35322241,"ASD, ID",
KMT2C,Support,35324822,"Kleefstra syndrome 2, ASD, DD, ID",
KMT2C,Support,35571021,Epilepsy/seizures,ID
KMT2C,Support,35813072,"ADHD, DD",Autistic behavior
KMT2C,Support,35982159,ASD,
KMT2C,Support,36702863,ASD,
KMT2C,Support,36946065,"ASD, DD, ID",
KMT2C,Support,37007974,ASD,
KMT2C,Support,37506195,ASD,
KMT2C,Support,37538398,ASD,
KMT2C,Support,37543562,ASD,"DD, ID"
KMT2C,Support,38025430,ASD,"DD, ID"
KMT2C,Support,38356881,"Kleefstra syndrome 2, DD, ID","ASD, ADHD"
KMT2E,Support,22542183,ASD,
KMT2E,Primary,25284784,ASD,
KMT2E,Support,27824329,ASD,
KMT2E,Support,30257206,TS,
KMT2E,Support,30564305,ASD,
KMT2E,Recent Recommendation,30804558,ASD,
KMT2E,Recent Recommendation,31079897,,
KMT2E,Support,31452935,ASD,
KMT2E,Support,31981491,ASD,
KMT2E,Support,32691224,O'Donnell-Luria-Rodan syndrome,"ID, epilepsy/seizures"
KMT2E,Support,33004838,"ASD, DD",
KMT2E,Support,33681112,"O'Donnell-Luria-Rodan syndrome, DD, epilepsy/seizu","ASD, ID"
KMT2E,Recent Recommendation,34321323,"O'Donnell-Luria-Rodan syndrome, DD","ASD, ID"
KMT2E,Support,35169466,"ADHD, ID",
KMT2E,Support,35273928,"O'Donnell-Luria-Rodan syndrome, DD, ID, epilepsy/s",
KMT2E,Support,35481221,"O'Donnell-Luria-Rodan syndrome, ASD, DD, ID",
KMT2E,Support,35982159,ASD,
KMT2E,Support,36534336,ASD,
KMT2E,Support,38256266,ASD,"OCD, ID, epilepsy/seizures"
KMT2E,Support,38321498,"ASD, ID",
KMT5B,Primary,22495306,ASD,
KMT5B,Support,22542183,ASD,
KMT5B,Recent Recommendation,25363760,ASD,
KMT5B,Recent Recommendation,26235986,,
KMT5B,Recent Recommendation,26401017,ASD,
KMT5B,Recent Recommendation,28191889,"ASD, DD, ID",
KMT5B,Support,28263302,ASD,
KMT5B,Support,28554332,ID,
KMT5B,Support,29276005,"DD, ID","ASD, epilepsy/seizures"
KMT5B,Support,30564305,ASD,
KMT5B,Support,31398340,ASD,
KMT5B,Support,31981491,ASD,
KMT5B,Support,33004838,"ASD, DD",
KMT5B,Support,34007043,ASD,
KMT5B,Support,34580403,"DD, ID",
KMT5B,Support,34615535,ASD,
KMT5B,Recent Recommendation,35110736,ASD,
KMT5B,Support,35331928,ASD,
KMT5B,Support,35433545,"DD, ID",Epilepsy/seizures
KMT5B,Support,35982159,ASD,
KMT5B,Support,36035149,,
KMT5B,Support,36475376,ADHD,
KMT5B,Support,36625521,"DD, ID",
KMT5B,Recent Recommendation,36897941,DD,"ASD, ID, epilepsy/seizures"
KMT5B,Support,36980980,"DD, ID, epilepsy/seizures",Autistic features
KMT5B,Recent Recommendation,37086723,Craniosynostosis,ASD
KMT5B,Support,38438125,"ADHD, DD",
KNG1,Primary,32778826,ASD,
KNG1,Support,35982159,ASD,
KPTN,Primary,24239382,"DD, ID","Epilepsy/seizures, autistic features"
KPTN,Support,25847626,"ID, macrocephaly","Epilepsy/seizures, autistic features"
KPTN,Support,28344757,ASD,
KPTN,Support,30008475,Autosomal recessive mental retardation-41 (MRT41),"ASD, ID, epilepsy/seizures, macrocephaly"
KPTN,Support,32358097,Autosomal recessive mental retardation-41,ASD
KPTN,Support,32808430,Autosomal recessive mental retardation-41,
KPTN,Support,35982159,ASD,
KPTN,Support,36703628,"DD, ID, epilepsy/seizures","Autistic features, stereotypy"
KPTN,Support,37437211,Autosomal recessive intellectual disorder-41,
KRR1,Primary,26398136,ASD,
KRR1,Support,31398340,ASD,
KRR1,Support,37506195,ASD,
KRT26,Primary,25961944,ASD,
KRT26,Recent Recommendation,28831199,ASD,
KRT26,Support,35982159,ASD,
KRT26,Support,37506195,ASD,
LAMA1,Primary,22843504,ASD,
LAMA1,Support,25363760,ASD,
LAMA1,Support,25363768,ASD,
LAMA1,Support,25533962,Unknown diagnosis,
LAMA1,Positive Association,28472652,Tourette syndrome,
LAMA1,Support,31452935,ASD,
LAMA1,Support,31771860,OCD,
LAMA1,Support,34582790,"DD, ID",
LAMA1,Support,35322241,ID,
LAMA1,Support,35982159,ASD,
LAMA1,Support,37506195,ASD,
LAMA1,Support,38041506,Poretti-Boltshauser syndrome,
LAMB1,Primary,15128462,ASD,
LAMB1,Support,25363760,ASD,
LAMB1,Support,25363768,ASD,
LAMB1,Positive Association,25774865,ASD subphenotype,
LAMB1,Support,29346770,ASD,
LAMB1,Support,30504930,ASD,
LAMB1,Support,31398340,ASD,
LAMB1,Support,35982159,ASD,
LAMB1,Support,36881370,ASD,
LAMB1,Support,37393044,ASD,
LAMB1,Support,37506195,ASD,
LAMC3,Highly Cited,11162474,,
LAMC3,Recent Recommendation,19907020,,
LAMC3,Recent Recommendation,21572413,,
LAMC3,Primary,21572417,ASD,
LAMC3,Support,23160955,ASD,
LAMC3,Support,23849776,ASD,
LAMC3,Support,26845707,ASD,
LAMC3,Support,27824329,ASD,
LAMC3,Support,30564305,ASD,
LAMC3,Support,31398340,ASD,
LAMC3,Support,34582790,Epilepsy/seizures,
LAMC3,Support,35982159,ASD,
LAS1L,Support,25644381,Wilson-Turner syndrome,
LAS1L,Support,27479843,ID,
LAS1L,Support,28135719,DD,
LAS1L,Primary,32193494,ASD,
LAS1L,Support,34653234,DD,
LAT,Support,20808231,,
LAT,Primary,28965845,,
LDB1,Primary,25363760,ASD,
LDB1,Recent recommendation,31981491,ASD,
LDB1,Support,37393044,ASD,
LDB1,Support,38091987,DD,
LDLR,Primary,32778826,ASD,
LDLR,Support,35982159,ASD,
LDLR,Support,37506195,ASD,
LEMD3,Support,25363760,ASD,
LEMD3,Support,31981491,ASD,
LEMD3,Primary,35982159,ASD,
LEO1,Primary,25363760,ASD,
LEO1,Support,28135719,DD,
LEO1,Recent Recommendation,29674594,ASD,
LEO1,Support,33004838,"ASD, DD",
LEP,Primary,23275889,ASD,
LHX2,Support,31981491,ASD,
LHX2,Support,35982159,ASD,
LHX2,Support,36368308,ASD,
LHX2,Primary,37057675,DD,"ASD or autistic features, ADHD, ID"
LILRB2,Primary,25961944,ASD,
LILRB2,Recent Recommendation,28831199,ASD,
LILRB2,Support,35982159,ASD,
LIN7B,Primary,25196215,ASD,
LIN7B,Support,31398340,ASD,
LIN7B,Support,35982159,ASD,
LMTK3,Support,24760852,,
LMTK3,Support,25363768,ASD,
LMTK3,Support,28263302,ASD,
LMTK3,Support,31310731,,
LMTK3,Primary,35982159,ASD,
LMTK3,Support,37506195,ASD,
LMX1B,Primary,21901133,ASD,
LNPK,Primary,30032983,"DD, ID, epilepsy/seizures",Autistic features
LNPK,Support,37492102,ASD,
